typ;px;langd_m;bredd_m;azimut;topp_m;takmedian_m;kanal;E_min;E_max;N_min;N_max;E_centrum;N_centrum;korsar_tilegrans
klump;133;24.3;11.7;146.6;28.0;0.0;veg;675911;675927;6584681;6584702;675919;6584692;0
klump;30;8.8;6.0;111.1;28.0;11.0;veg;674255;674262;6583560;6583565;674259;6583563;0
klump;160;20.4;13.5;116.4;28.0;10.0;veg;672716;672736;6583987;6584003;672726;6583994;0
klump;20;6.7;4.3;133.3;28.0;9.5;veg;677128;677133;6575690;6575694;677131;6575692;0
klump;10;5.4;2.9;87.0;28.0;6.5;veg;676600;676604;6575274;6575276;676603;6575275;0
klump;90;17.5;10.0;138.1;28.0;0.0;veg;675833;675847;6584674;6584690;675840;6584681;1
klump;52;10.5;8.7;103.6;28.0;10.0;veg;671683;671693;6583994;6584003;671688;6583998;0
klump;78;17.0;11.3;153.0;28.0;11.5;veg;678364;678378;6580359;6580372;678372;6580367;0
klump;46;12.8;6.9;160.2;28.0;0.0;veg;675223;675230;6583615;6583627;675227;6583621;0
klump;30;14.0;4.6;133.7;28.0;0.0;veg;674464;674473;6585241;6585250;674469;6585246;0
klump;91;17.5;9.3;129.0;28.0;9.0;bygg;671428;671443;6576610;6576623;671436;6576616;0
klump;28;10.5;6.0;128.6;28.0;12.0;veg;670290;670298;6578458;6578465;670294;6578461;0
klump;59;15.2;6.3;52.8;28.0;0.0;veg;674584;674595;6585297;6585308;674590;6585302;0
klump;35;14.7;5.1;40.6;28.0;9.0;veg;674001;674011;6584061;6584071;674007;6584066;0
klump;66;17.2;8.6;93.5;28.0;12.0;bygg;669088;669104;6576230;6576239;669097;6576235;0
klump;103;16.5;10.9;173.5;28.0;8.5;bygg;669316;669328;6577678;6577692;669321;6577684;0
klump;33;8.7;5.5;174.5;28.0;0.0;veg;674791;674796;6585060;6585068;674794;6585064;0
klump;9;4.9;2.9;90.0;28.0;9.0;veg;674062;674066;6583982;6583984;674064;6583983;0
klump;24;10.0;4.2;25.9;28.0;8.0;veg;677123;677128;6575489;6575496;677125;6575492;0
klump;29;8.2;5.9;54.2;28.0;5.0;veg;671864;671871;6583317;6583323;671867;6583320;0
klump;37;12.4;6.0;171.1;28.0;9.5;veg;677155;677160;6575621;6575631;677157;6575626;0
klump;41;11.0;7.5;147.9;28.0;10.0;veg;671713;671721;6583912;6583921;671717;6583916;0
klump;47;10.9;7.0;136.1;28.0;12.5;veg;673634;673643;6578991;6579001;673638;6578996;0
klump;43;15.9;6.3;78.7;28.0;10.0;veg;672368;672381;6584103;6584110;672375;6584106;0
klump;276;23.9;19.4;146.1;28.0;7.5;bygg;666933;666955;6581161;6581186;666944;6581174;0
klump;15;5.7;3.8;71.3;28.0;10.0;veg;674368;674373;6583503;6583506;674371;6583504;0
klump;42;13.0;6.8;42.7;28.0;10.0;veg;672707;672716;6583977;6583987;672712;6583983;0
klump;58;12.9;7.3;125.9;28.0;4.5;veg;676770;676781;6575079;6575087;676776;6575083;0
klump;250;22.6;18.8;119.4;28.0;7.5;bygg;666949;666972;6581179;6581203;666960;6581191;0
klump;50;14.6;6.3;150.5;28.0;10.0;veg;672626;672635;6584135;6584147;672630;6584141;0
klump;15;5.6;4.5;11.4;28.0;6.5;veg;676601;676605;6575150;6575155;676603;6575152;0
klump;35;8.4;7.0;70.8;28.0;9.5;veg;673342;673350;6583398;6583404;673346;6583401;0
klump;51;10.1;7.4;88.0;28.0;6.0;veg;677569;677578;6580018;6580025;677574;6580022;0
klump;417;35.5;16.9;170.6;28.0;8.5;bygg;672118;672136;6577977;6578009;672127;6577994;0
klump;64;12.8;9.6;159.3;28.0;12.5;veg;672276;672286;6583432;6583442;672282;6583438;0
klump;19;8.6;3.8;27.7;28.0;0.0;veg;674630;674634;6583860;6583867;674632;6583864;0
klump;46;18.6;7.8;57.7;28.0;7.0;veg;677704;677718;6577452;6577464;677712;6577457;0
klump;19;5.7;4.5;75.5;28.0;0.0;veg;674752;674757;6583917;6583921;674754;6583919;0
klump;30;9.1;5.9;132.8;28.0;10.0;veg;674489;674496;6583302;6583309;674493;6583306;0
klump;11;6.6;3.8;16.7;28.0;0.0;veg;674575;674578;6583865;6583870;674577;6583867;0
klump;25;6.9;5.0;179.7;28.0;6.0;veg;671678;671682;6582110;6582117;671680;6582114;0
klump;27;6.7;6.1;14.1;28.0;0.0;veg;674442;674448;6583832;6583838;674445;6583835;0
klump;23;7.8;5.3;55.3;28.0;6.5;veg;676651;676657;6575223;6575229;676654;6575225;0
klump;68;20.4;8.3;76.5;28.0;12.0;veg;670350;670366;6578437;6578448;670357;6578443;0
klump;30;8.0;5.9;155.2;28.0;12.0;bygg;673694;673699;6577512;6577519;673696;6577515;0
klump;39;9.9;5.9;71.0;28.0;12.0;bygg;671497;671506;6575414;6575420;671502;6575418;0
klump;27;7.1;5.5;92.6;28.0;3.0;veg;678167;678173;6581757;6581761;678170;6581759;1
klump;27;6.8;6.6;74.6;28.0;4.5;veg;672341;672347;6584561;6584567;672344;6584564;0
klump;30;8.6;5.6;164.1;28.0;10.0;veg;672507;672512;6584102;6584109;672510;6584105;0
klump;20;6.0;5.2;126.5;28.0;9.0;veg;674009;674014;6583864;6583869;674011;6583866;0
klump;13;5.5;3.9;175.8;28.0;9.0;veg;674238;674241;6583910;6583914;674240;6583912;0
klump;66;11.7;10.5;128.3;28.0;10.5;veg;674908;674919;6582846;6582857;674913;6582851;0
klump;28;12.4;4.2;75.5;28.0;0.0;veg;674633;674643;6585169;6585173;674637;6585171;0
klump;41;16.2;5.1;31.7;28.0;10.0;veg;672561;672570;6584065;6584076;672565;6584070;0
klump;31;8.5;7.7;31.1;28.0;0.0;veg;674745;674752;6585274;6585282;674748;6585278;0
klump;17;5.3;4.7;151.8;28.0;9.5;veg;672154;672158;6584463;6584467;672156;6584465;0
klump;14;7.1;3.6;122.9;28.0;0.0;veg;675323;675327;6583357;6583361;675325;6583359;0
klump;74;22.3;7.2;2.3;28.0;7.5;bygg;671835;671843;6577467;6577486;671839;6577475;0
klump;16;6.3;4.0;161.6;28.0;0.0;veg;675221;675225;6583744;6583749;675223;6583746;0
klump;28;9.5;4.8;53.9;28.0;0.0;veg;674659;674666;6585263;6585269;674663;6585266;0
klump;24;9.3;4.9;161.1;28.0;10.5;veg;674901;674906;6582860;6582868;674903;6582864;0
klump;18;8.9;5.4;26.8;28.0;11.0;veg;668729;668735;6575872;6575879;668732;6575875;0
klump;13;5.1;3.9;130.6;28.0;0.0;veg;674550;674554;6583913;6583916;674552;6583914;0
klump;12;5.3;4.2;78.0;28.0;0.0;veg;674808;674812;6585206;6585209;674810;6585207;0
klump;19;7.1;4.6;65.0;28.0;4.5;veg;675772;675778;6575060;6575065;675775;6575062;0
klump;15;6.0;3.7;89.8;28.0;0.0;veg;674584;674589;6585126;6585129;674586;6585127;0
klump;20;5.8;4.8;15.5;28.0;10.0;veg;672336;672340;6584143;6584148;672338;6584145;0
klump;23;9.5;5.9;158.2;28.0;0.0;veg;674577;674582;6585258;6585265;674580;6585261;0
klump;47;10.3;7.7;79.1;28.0;0.0;veg;675262;675272;6583719;6583726;675267;6583723;0
klump;23;7.3;5.7;27.6;28.0;7.5;veg;668317;668323;6579013;6579019;668320;6579016;0
klump;25;7.8;6.0;147.4;28.0;12.5;veg;672676;672682;6583569;6583576;672680;6583573;0
klump;26;7.0;6.4;168.1;28.0;13.0;veg;672127;672133;6584252;6584259;672130;6584255;0
klump;56;13.5;7.5;126.7;28.0;4.5;veg;672589;672600;6584711;6584722;672594;6584717;0
klump;12;6.5;2.6;20.6;28.0;6.5;veg;675221;675223;6584789;6584794;675222;6584791;0
klump;26;6.2;5.6;32.1;28.0;10.0;veg;674489;674494;6583334;6583339;674491;6583337;0
klump;16;5.6;4.1;84.4;28.0;7.0;veg;666264;666269;6582243;6582246;666267;6582245;0
klump;15;10.6;2.7;167.0;28.0;11.5;bygg;676252;676255;6583376;6583384;676254;6583381;0
klump;32;9.4;5.1;51.9;28.0;9.5;veg;672053;672060;6584726;6584732;672057;6584729;0
klump;35;13.1;7.7;43.7;28.0;11.5;veg;673179;673188;6577600;6577610;673183;6577606;0
klump;10;4.2;3.7;70.7;28.0;6.5;veg;678435;678438;6577742;6577745;678437;6577743;0
klump;88;13.2;10.8;38.9;28.0;6.0;veg;674694;674706;6576082;6576094;674700;6576088;0
klump;22;9.7;4.8;126.6;28.0;9.5;bygg+veg;669873;669880;6584110;6584115;669877;6584113;0
klump;46;16.6;8.1;5.8;28.0;4.5;veg;672747;672756;6584396;6584411;672750;6584404;0
klump;11;4.3;4.0;135.0;28.0;0.0;veg;674672;674675;6585159;6585162;674674;6585160;0
klump;10;4.5;3.3;132.3;28.0;6.0;veg;674892;674895;6583815;6583818;674893;6583817;0
klump;16;5.2;4.1;28.0;28.0;0.0;veg;674667;674670;6585163;6585167;674669;6585165;0
klump;31;7.8;5.8;29.8;28.0;10.0;veg;672333;672339;6584191;6584198;672336;6584195;0
klump;42;16.4;5.7;112.5;28.0;8.0;veg;668799;668811;6585159;6585166;668805;6585162;0
klump;35;11.9;6.5;17.3;28.0;0.0;veg;674516;674522;6585236;6585247;674519;6585241;0
klump;21;9.3;5.5;178.6;28.0;6.5;veg;672854;672859;6583920;6583927;672857;6583923;0
klump;47;15.9;8.8;44.4;28.0;6.5;veg;672907;672919;6583892;6583904;672914;6583898;0
klump;16;6.1;4.0;120.8;28.0;0.0;veg;674348;674352;6583875;6583879;674350;6583877;0
klump;49;10.8;9.2;26.3;28.0;6.0;veg;674832;674840;6583818;6583828;674836;6583824;0
klump;38;9.4;6.5;93.0;28.0;6.5;veg;676712;676721;6575135;6575142;676716;6575138;0
klump;22;7.0;5.6;55.0;28.0;10.0;veg;672511;672517;6584056;6584061;672514;6584058;0
klump;16;5.5;4.1;124.4;28.0;0.0;veg;674578;674582;6585206;6585209;674580;6585207;0
klump;50;14.0;6.8;88.6;28.0;9.0;veg;674104;674118;6583982;6583988;674112;6583985;0
klump;55;14.9;9.0;13.2;28.0;11.5;veg;678062;678071;6580329;6580342;678067;6580336;0
klump;92;19.2;10.9;50.1;28.0;7.0;veg;675291;675305;6575168;6575182;675298;6575174;0
klump;28;6.8;5.9;176.6;28.0;10.0;veg;672276;672281;6584176;6584182;672278;6584179;0
klump;40;14.7;6.3;130.5;28.0;5.5;veg;678388;678398;6580868;6580878;678393;6580873;0
klump;19;8.0;3.8;102.7;28.0;7.5;veg;674406;674412;6575410;6575413;674409;6575412;0
klump;99;18.7;12.0;98.2;28.0;6.0;veg;674619;674636;6576313;6576325;674627;6576318;0
klump;9;9.8;1.5;30.2;28.0;4.0;veg;673063;673067;6578227;6578233;673065;6578230;0
klump;8;3.7;2.9;135.0;28.0;9.0;veg;673975;673977;6583965;6583967;673976;6583966;0
klump;37;8.9;6.5;69.7;28.0;4.5;veg;676735;676743;6575064;6575070;676739;6575068;0
klump;8;4.8;4.2;69.4;28.0;8.5;veg;670548;670551;6579474;6579477;670549;6579475;0
klump;25;6.5;5.6;37.8;28.0;6.5;veg;675172;675178;6584765;6584770;675175;6584767;0
klump;59;11.8;9.1;22.2;28.0;12.0;veg;669371;669380;6580948;6580959;669376;6580953;0
klump;17;7.6;3.5;56.3;28.0;0.0;veg;674570;674575;6585267;6585271;674573;6585269;0
klump;17;5.1;4.6;37.2;28.0;10.5;veg;674974;674978;6583233;6583237;674976;6583235;0
klump;10;4.5;3.7;147.6;28.0;0.0;veg;674550;674553;6583843;6583846;674552;6583845;0
klump;9;7.1;1.9;174.2;28.0;10.0;veg;674537;674538;6583312;6583317;674537;6583314;0
klump;40;10.0;8.4;132.5;28.0;10.5;veg;674923;674932;6582786;6582794;674928;6582790;0
klump;29;10.2;4.8;82.5;28.0;10.0;veg;674370;674379;6583722;6583726;674375;6583724;0
klump;42;10.3;6.5;164.3;28.0;12.5;veg;672574;672580;6583782;6583791;672577;6583787;0
klump;22;10.7;3.9;170.5;28.0;0.0;veg;674424;674427;6585335;6585343;674425;6585339;0
klump;13;6.3;3.1;98.4;28.0;0.0;veg;674619;674624;6584165;6584167;674621;6584166;0
klump;28;10.3;5.8;130.0;28.0;6.5;veg;676821;676829;6575144;6575151;676824;6575147;0
klump;14;5.3;4.5;6.6;28.0;7.5;veg;668284;668288;6578986;6578990;668286;6578988;0
klump;38;9.6;7.2;171.2;28.0;6.5;veg;675687;675694;6575505;6575514;675691;6575510;0
klump;79;16.0;13.4;138.0;28.0;6.0;veg;666485;666499;6584864;6584878;666492;6584872;0
klump;26;7.2;5.2;101.0;28.0;10.0;veg;672470;672477;6584298;6584303;672474;6584301;0
klump;12;4.8;4.1;52.6;28.0;12.0;veg;677680;677684;6576650;6576653;677682;6576652;0
klump;23;8.5;6.5;16.6;28.0;7.5;veg;672149;672155;6580216;6580223;672152;6580220;0
klump;97;15.6;12.0;20.7;28.0;7.5;veg;677220;677233;6580042;6580056;677226;6580049;0
klump;39;11.4;5.2;91.3;28.0;9.0;veg;674165;674174;6583982;6583987;674169;6583984;0
klump;11;4.8;3.5;147.0;28.0;8.5;veg;677389;677392;6580876;6580879;677390;6580878;0
klump;12;5.8;3.7;72.1;28.0;10.0;veg;674379;674383;6583694;6583697;674381;6583696;0
klump;19;11.6;3.6;36.5;28.0;13.0;veg;672153;672159;6584264;6584272;672156;6584269;0
klump;43;10.9;8.8;166.9;28.0;9.5;veg;673359;673367;6583329;6583339;673362;6583334;0
klump;10;4.6;3.4;90.0;28.0;0.0;veg;678570;678574;6576339;6576342;678572;6576341;0
klump;22;8.3;6.1;150.9;28.0;10.5;veg;672889;672895;6584416;6584423;672892;6584419;0
klump;45;12.0;7.1;72.7;28.0;10.0;veg;674807;674817;6583747;6583754;674813;6583750;1
klump;53;13.5;8.2;3.9;28.0;0.0;veg;677921;677929;6577579;6577591;677926;6577585;0
klump;17;5.1;4.5;132.9;28.0;11.0;veg;674268;674272;6583559;6583563;674270;6583561;0
klump;30;9.1;6.9;178.0;28.0;8.5;veg;676930;676936;6580861;6580869;676933;6580865;0
klump;11;7.3;2.6;130.3;28.0;0.0;veg;674704;674708;6584013;6584017;674706;6584015;0
klump;10;5.5;4.4;111.1;28.0;4.5;veg;676829;676833;6575064;6575067;676831;6575066;0
klump;10;4.1;3.7;30.1;28.0;0.0;veg;674744;674747;6585268;6585271;674745;6585269;0
klump;73;16.7;7.0;149.8;28.0;6.5;veg;675089;675099;6584329;6584342;675094;6584336;0
klump;24;7.5;6.8;144.1;28.0;10.0;veg;672658;672664;6583810;6583816;672660;6583813;0
klump;34;8.8;7.5;15.2;28.0;5.5;veg;672859;672867;6583712;6583719;672863;6583715;0
klump;21;7.1;5.1;0.6;28.0;10.0;veg;671614;671619;6584153;6584158;671617;6584155;0
klump;60;15.6;8.0;173.7;28.0;0.0;veg;674742;674750;6583973;6583987;674746;6583980;0
klump;25;7.0;5.4;162.6;28.0;0.0;veg;674929;674934;6583519;6583525;674931;6583522;0
klump;24;10.5;5.1;101.7;28.0;9.5;veg;672231;672240;6584372;6584377;672236;6584375;0
klump;77;20.0;11.9;47.6;28.0;11.5;veg;666291;666306;6579376;6579391;666298;6579384;0
klump;21;6.6;4.9;27.5;28.0;12.0;veg;677698;677703;6576712;6576717;677700;6576714;0
klump;30;12.3;6.2;146.3;28.0;13.5;veg;677990;677997;6578705;6578715;677993;6578711;0
klump;24;6.5;6.1;129.7;28.0;0.0;veg;674776;674782;6583891;6583897;674779;6583894;0
klump;17;8.9;3.0;13.6;28.0;12.0;bygg;677599;677602;6576560;6576567;677601;6576563;0
klump;49;11.1;8.4;22.6;28.0;12.5;veg;672694;672702;6583552;6583562;672698;6583557;0
klump;13;4.8;4.2;23.2;28.0;0.0;veg;674736;674740;6585235;6585239;674738;6585237;0
klump;8;3.7;2.9;135.0;28.0;11.5;veg;666141;666143;6579460;6579462;666142;6579461;0
klump;32;12.4;4.3;28.8;28.0;0.0;veg;674654;674660;6583973;6583983;674657;6583978;0
klump;58;17.3;7.9;153.4;28.0;0.0;veg;674689;674700;6585043;6585055;674694;6585049;0
klump;52;11.8;7.7;61.5;28.0;8.0;veg;677084;677095;6575596;6575604;677090;6575599;0
klump;13;5.8;3.9;147.4;28.0;0.0;veg;674541;674545;6585288;6585292;674543;6585290;0
klump;44;13.0;6.5;175.3;28.0;10.5;veg;672800;672806;6584507;6584520;672803;6584514;0
klump;12;4.7;3.4;90.0;28.0;6.5;veg;675186;675189;6584772;6584774;675188;6584773;0
klump;19;10.1;4.1;148.5;28.0;5.0;veg;672882;672888;6585231;6585238;672885;6585234;0
klump;11;5.3;3.8;111.3;28.0;13.0;veg;672154;672158;6584150;6584153;672156;6584151;0
klump;42;13.6;5.2;166.5;28.0;9.0;veg;674192;674198;6583993;6584004;674195;6583998;0
klump;48;12.4;7.8;171.7;28.0;3.0;veg;678148;678155;6581630;6581642;678152;6581637;0
klump;17;6.4;4.2;153.4;28.0;0.0;veg;674600;674604;6583922;6583927;674602;6583924;0
klump;14;5.4;3.6;144.0;28.0;10.0;veg;672523;672526;6584166;6584170;672525;6584168;0
klump;107;17.9;11.2;81.7;28.0;11.0;veg;674256;674274;6583621;6583634;674265;6583627;0
klump;18;6.3;4.2;107.5;28.0;0.0;veg;674394;674399;6585283;6585287;674396;6585285;0
klump;14;5.3;4.1;38.6;28.0;8.0;veg;676936;676939;6575105;6575109;676937;6575107;0
klump;17;5.7;4.5;0.0;28.0;7.0;veg;666693;666696;6579278;6579282;666695;6579280;0
klump;10;4.4;3.8;171.1;28.0;0.0;veg;674422;674425;6585289;6585292;674423;6585290;0
klump;27;6.1;5.8;24.4;28.0;9.0;veg;674219;674224;6583975;6583980;674222;6583977;0
klump;55;10.7;9.1;54.1;28.0;4.5;veg;672675;672685;6584594;6584603;672681;6584599;0
klump;10;4.3;3.3;153.4;28.0;10.0;veg;672524;672526;6584133;6584136;672525;6584135;0
klump;31;9.2;5.6;136.0;28.0;0.0;veg;674478;674485;6585260;6585268;674481;6585263;0
klump;10;4.7;3.9;135.7;28.0;9.5;veg;672087;672090;6584498;6584501;672089;6584500;0
klump;40;13.4;7.0;143.7;28.0;13.0;veg;672104;672113;6585220;6585231;672109;6585225;0
klump;13;6.8;3.7;92.7;28.0;0.0;veg;674398;674403;6583865;6583868;674401;6583867;0
klump;45;14.3;5.8;26.3;28.0;0.0;veg;675320;675327;6583554;6583567;675324;6583559;0
klump;9;4.5;2.8;174.0;28.0;8.0;veg;677117;677119;6575502;6575505;677118;6575503;0
klump;15;9.8;4.2;169.1;28.0;10.5;veg;672918;672922;6584402;6584409;672920;6584405;0
klump;16;6.4;4.7;154.1;28.0;9.5;veg;672041;672045;6584732;6584737;672043;6584735;0
klump;12;4.7;3.7;113.4;28.0;0.0;veg;674627;674631;6585152;6585155;674629;6585154;0
klump;41;10.2;6.2;127.9;28.0;10.0;veg;672434;672442;6584292;6584299;672438;6584295;0
klump;15;6.6;4.0;104.2;28.0;0.0;veg;674654;674659;6585151;6585155;674657;6585153;0
klump;10;4.8;2.9;18.2;28.0;0.0;veg;674760;674762;6584019;6584022;674761;6584021;0
klump;30;8.1;5.5;135.9;28.0;4.0;veg;675623;675629;6584751;6584758;675626;6584755;0
klump;23;7.3;4.7;69.6;28.0;0.0;veg;675012;675018;6583471;6583476;675015;6583474;0
klump;61;18.3;7.8;75.5;28.0;4.5;veg;672327;672341;6584549;6584559;672334;6584553;0
klump;14;5.5;3.8;26.3;28.0;6.5;veg;676793;676796;6575105;6575109;676795;6575107;0
klump;54;12.1;7.7;99.6;28.0;8.5;veg;676256;676267;6580352;6580359;676261;6580356;0
klump;42;10.4;7.8;9.0;28.0;4.0;veg;675591;675598;6584750;6584759;675595;6584755;0
klump;18;5.8;4.3;78.4;28.0;8.5;veg;678127;678132;6576016;6576019;678129;6576017;0
klump;21;6.8;4.7;79.1;28.0;7.5;veg;678167;678173;6581851;6581855;678171;6581853;0
klump;48;10.2;8.3;177.6;28.0;9.5;bygg;677327;677335;6575846;6575855;677331;6575851;0
klump;17;9.1;4.0;159.7;28.0;11.5;veg;678512;678516;6578429;6578436;678514;6578432;0
klump;15;6.5;4.1;97.9;28.0;0.0;veg;674329;674334;6584014;6584018;674331;6584016;0
klump;26;8.5;4.6;114.4;28.0;10.0;veg;672583;672589;6584159;6584164;672586;6584162;0
klump;8;4.2;2.8;7.0;28.0;11.0;veg;674297;674299;6583566;6583569;674298;6583567;0
klump;61;11.5;9.3;73.3;28.0;9.5;veg;676860;676870;6576059;6576070;676866;6576065;1
klump;15;5.3;5.0;127.7;28.0;8.0;veg;668306;668310;6581138;6581142;668308;6581140;0
klump;59;10.7;8.3;131.0;28.0;5.5;veg;672963;672972;6583723;6583732;672967;6583728;0
klump;31;8.7;7.1;46.6;28.0;6.5;veg;675182;675189;6584763;6584770;675186;6584766;0
klump;53;11.3;8.4;124.3;28.0;12.5;veg;677273;677283;6581859;6581868;677278;6581864;0
klump;14;5.8;3.6;66.3;28.0;10.5;veg;674925;674929;6582863;6582866;674927;6582864;0
klump;21;6.4;4.7;11.3;28.0;10.0;veg;672323;672327;6584173;6584178;672325;6584175;0
klump;53;14.5;6.4;78.7;28.0;0.0;veg;674566;674578;6585163;6585170;674573;6585166;0
klump;22;6.6;5.1;113.5;28.0;10.0;veg;672620;672626;6584049;6584054;672623;6584051;0
klump;23;7.1;5.4;108.8;28.0;6.0;veg;677012;677018;6575036;6575041;677015;6575039;0
klump;19;9.1;4.0;117.0;28.0;9.0;veg;674053;674060;6583992;6583997;674056;6583994;0
klump;16;7.3;4.1;38.4;28.0;0.0;veg;674507;674512;6585042;6585047;674510;6585044;0
klump;20;5.8;4.8;20.1;28.0;9.0;veg;674184;674188;6584101;6584106;674186;6584103;0
klump;8;6.9;1.5;132.1;28.0;4.5;veg;674611;674615;6584750;6584753;674613;6584752;0
klump;16;6.7;4.6;70.1;28.0;10.0;veg;672723;672729;6584037;6584041;672726;6584039;0
klump;11;4.5;3.6;36.9;28.0;4.0;veg;675783;675786;6584661;6584664;675784;6584663;0
klump;45;14.5;7.2;0.8;28.0;3.0;veg;678372;678378;6581639;6581652;678375;6581646;0
klump;22;7.0;6.0;72.1;28.0;6.5;veg;672782;672787;6584053;6584058;672785;6584055;0
klump;30;9.5;7.0;90.5;28.0;9.5;veg;673376;673385;6583337;6583343;673381;6583340;0
klump;37;10.6;8.2;50.9;28.0;13.0;veg;676466;676475;6581432;6581440;676471;6581436;0
klump;12;7.8;4.3;98.9;28.0;9.0;veg;673926;673932;6583960;6583964;673930;6583962;0
klump;20;10.5;4.3;6.3;28.0;12.0;veg;677725;677729;6576640;6576648;677727;6576643;0
klump;16;6.2;3.8;42.4;28.0;11.0;veg;674233;674237;6583559;6583564;674235;6583562;0
klump;8;6.8;2.5;174.6;28.0;8.5;veg;672034;672036;6577901;6577906;672035;6577904;0
klump;52;9.6;8.8;174.5;28.0;8.0;bygg;672211;672220;6576368;6576378;672216;6576373;0
klump;37;10.1;6.1;109.6;28.0;12.5;veg;672714;672722;6583604;6583611;672718;6583608;0
klump;19;6.5;6.2;61.7;28.0;10.0;veg;676664;676669;6580835;6580841;676666;6580838;0
klump;52;10.7;8.0;127.2;28.0;6.0;veg;677603;677612;6580048;6580058;677608;6580053;0
klump;26;8.4;5.0;169.0;28.0;4.5;veg;676810;676815;6575095;6575102;676813;6575098;0
klump;13;5.0;3.8;161.7;28.0;11.5;veg;666282;666285;6579403;6579407;666284;6579405;0
klump;19;8.3;5.0;137.8;28.0;11.5;veg;666280;666286;6579354;6579359;666283;6579357;0
klump;17;6.2;4.0;37.3;28.0;12.0;bygg;677727;677731;6576516;6576521;677729;6576518;0
klump;40;10.8;6.9;143.4;28.0;5.5;veg;673048;673056;6583713;6583723;673051;6583718;0
klump;15;5.1;3.9;9.5;28.0;6.5;veg;675347;675350;6575206;6575210;675349;6575208;0
klump;37;8.2;6.6;54.5;28.0;10.0;veg;674790;674797;6583703;6583709;674794;6583706;0
klump;8;4.2;2.8;162.7;28.0;13.0;veg;672102;672104;6585236;6585239;672103;6585237;0
klump;8;5.2;3.2;166.1;28.0;7.5;veg;678188;678190;6581929;6581932;678189;6581931;0
klump;34;10.3;6.6;14.6;28.0;5.5;veg;678342;678349;6580934;6580944;678345;6580940;0
klump;34;11.6;4.7;18.9;28.0;10.0;veg;672608;672614;6584015;6584024;672611;6584019;0
klump;27;6.6;5.7;39.0;28.0;6.0;veg;674872;674877;6583952;6583957;674874;6583954;0
klump;34;8.1;6.6;79.8;28.0;10.0;veg;672642;672648;6583850;6583855;672645;6583853;0
klump;12;6.0;3.2;175.9;28.0;6.5;veg;676628;676630;6575235;6575239;676629;6575237;0
klump;18;7.3;4.7;42.4;28.0;6.0;veg;676922;676927;6575010;6575015;676925;6575013;0
klump;25;7.1;5.5;90.1;28.0;12.5;veg;672688;672694;6583562;6583566;672691;6583564;0
klump;12;5.0;3.5;105.8;28.0;0.0;veg;674599;674603;6585090;6585093;674601;6585091;0
klump;14;10.0;2.9;9.3;28.0;9.0;veg;666112;666115;6581401;6581409;666113;6581405;0
klump;13;9.0;2.7;138.7;28.0;9.0;veg;674063;674068;6584075;6584080;674066;6584078;0
klump;44;10.2;6.9;4.1;28.0;10.0;veg;672409;672416;6584018;6584027;672412;6584022;0
klump;28;8.9;7.2;110.4;28.0;11.5;veg;674681;674689;6576787;6576793;674685;6576790;0
klump;17;6.4;4.1;167.3;28.0;8.0;veg;676933;676936;6575603;6575608;676934;6575605;0
klump;39;12.6;7.4;101.6;28.0;11.5;veg;677987;677999;6580260;6580267;677993;6580263;0
klump;16;6.8;4.8;64.3;28.0;5.0;veg;666120;666126;6584381;6584385;666123;6584383;0
klump;21;6.7;5.4;119.9;28.0;5.0;veg;671865;671870;6583330;6583335;671867;6583333;0
klump;24;6.6;5.7;43.9;28.0;0.0;veg;674429;674435;6584020;6584025;674432;6584022;0
klump;13;4.6;4.0;28.8;28.0;9.0;veg;674176;674179;6583986;6583990;674178;6583988;0
klump;11;4.9;3.9;89.0;28.0;10.0;veg;672637;672640;6584031;6584034;672639;6584033;0
klump;22;7.7;4.2;130.3;28.0;9.5;bygg;667698;667703;6584378;6584383;667700;6584380;0
klump;33;10.3;6.1;88.6;28.0;5.0;veg;672978;672986;6585234;6585239;672982;6585237;0
klump;40;10.6;8.7;97.6;28.0;11.5;veg;673269;673279;6577589;6577598;673274;6577594;0
klump;11;4.2;3.6;108.4;28.0;0.0;veg;674612;674615;6583839;6583842;674613;6583840;0
klump;23;10.1;4.0;63.3;28.0;4.0;veg;675775;675782;6584640;6584645;675779;6584643;0
klump;43;11.7;6.3;99.0;28.0;4.5;veg;676661;676671;6575068;6575074;676666;6575071;0
klump;11;6.5;3.9;179.7;28.0;8.5;veg;666260;666263;6580375;6580380;666261;6580378;0
klump;11;4.6;3.2;164.9;28.0;6.5;veg;676680;676682;6575213;6575216;676681;6575215;0
klump;18;5.5;4.6;113.8;28.0;10.0;veg;672366;672371;6584158;6584162;672368;6584160;0
klump;21;8.1;4.1;58.6;28.0;9.0;veg;666243;666249;6580025;6580030;666246;6580027;0
klump;10;4.4;3.8;21.8;28.0;0.0;veg;674575;674578;6583941;6583944;674576;6583942;0
klump;43;11.9;9.6;125.8;28.0;6.5;veg;674976;674987;6584584;6584594;674980;6584589;0
klump;12;4.7;4.3;78.7;28.0;7.0;veg;668976;668980;6579093;6579096;668978;6579094;0
klump;8;8.6;1.5;27.1;28.0;4.0;veg;673071;673074;6578216;6578221;673072;6578219;0
klump;10;3.9;3.8;26.6;28.0;0.0;veg;674604;674607;6583876;6583879;674605;6583878;0
klump;13;5.1;3.4;129.3;28.0;0.0;veg;675288;675291;6583354;6583357;675290;6583356;0
