typ;px;langd_m;bredd_m;azimut;topp_m;takmedian_m;kanal;E_min;E_max;N_min;N_max;E_centrum;N_centrum;korsar_tilegrans
klump;27;12.0;5.5;131.7;26.5;6.0;veg;674653;674662;6576191;6576198;674656;6576195;0
klump;21;7.6;5.3;61.9;26.5;6.5;veg;676631;676637;6575239;6575245;676634;6575242;0
klump;36;11.8;7.2;118.2;26.5;4.5;veg;674530;674540;6584502;6584510;674535;6584506;0
klump;9;4.9;3.1;0.0;26.5;4.5;veg;672357;672359;6584540;6584544;672358;6584542;0
klump;9;5.2;3.6;73.9;26.5;12.0;veg;677691;677695;6576645;6576647;677693;6576646;0
klump;68;20.1;8.2;158.2;26.5;9.0;veg;674142;674153;6584122;6584140;674147;6584131;0
klump;50;11.0;7.5;8.5;26.5;10.5;bygg;672221;672228;6578874;6578883;672224;6578879;0
klump;9;6.4;2.4;102.0;26.5;11.5;veg;676054;676059;6576720;6576722;676056;6576721;0
klump;21;7.3;4.7;17.5;26.5;9.5;veg;677129;677133;6575673;6575678;677131;6575675;0
klump;12;5.4;3.2;176.8;26.5;10.5;veg;674849;674851;6583220;6583224;674850;6583222;0
klump;20;7.1;5.5;33.1;26.5;12.0;veg;677767;677772;6576747;6576753;677769;6576750;0
klump;11;6.5;3.9;173.1;26.5;11.5;veg;678082;678085;6580300;6580305;678084;6580303;0
klump;9;4.5;4.0;83.7;26.5;9.0;veg;674055;674058;6584185;6584188;674056;6584186;0
klump;10;4.8;3.6;111.8;26.5;10.0;veg;674795;674798;6583741;6583744;674797;6583743;0
klump;14;6.1;4.2;80.7;26.5;6.5;veg;675212;675217;6584781;6584784;675214;6584783;0
klump;42;11.5;7.5;47.6;26.5;4.5;veg;672483;672492;6584797;6584806;672488;6584801;0
klump;16;8.3;4.9;137.8;26.5;5.0;veg;671855;671860;6583459;6583465;671858;6583462;0
klump;12;8.4;2.0;48.5;26.5;9.0;veg;676432;676437;6584118;6584123;676434;6584120;0
klump;10;4.6;4.1;8.9;26.5;5.5;veg;678066;678069;6581203;6581206;678068;6581205;0
klump;9;6.7;2.6;106.3;26.5;13.5;veg;670812;670817;6575487;6575489;670814;6575488;0
klump;8;6.0;3.3;0.0;26.5;10.5;veg;672852;672854;6584356;6584360;672853;6584358;0
klump;14;12.7;1.9;134.2;26.5;4.5;veg;674734;674741;6584630;6584637;674737;6584634;0
klump;11;6.1;4.0;27.7;26.5;5.5;veg;678043;678047;6581202;6581207;678045;6581204;0
klump;9;4.0;3.3;97.6;26.5;9.0;veg;674293;674296;6583998;6584000;674294;6583999;0
klump;9;5.0;3.6;163.4;26.5;13.5;veg;677999;678001;6578704;6578707;678000;6578706;0
klump;9;6.5;2.6;167.5;26.5;3.0;veg;678053;678055;6581695;6581700;678054;6581697;0
klump;13;5.4;3.5;124.7;26.5;6.5;veg;675237;675241;6584717;6584720;675239;6584719;0
klump;17;8.1;5.0;151.7;26.5;11.5;veg;677912;677917;6580289;6580295;677914;6580292;0
klump;12;9.2;2.6;150.4;26.5;8.5;veg;677191;677195;6580909;6580915;677193;6580912;0
klump;8;6.0;2.8;0.0;26.5;11.5;veg;677991;677993;6580443;6580447;677992;6580445;0
klump;9;4.1;3.0;159.7;26.5;10.0;veg;672598;672600;6584123;6584126;672599;6584125;0
klump;12;6.0;4.0;158.9;26.5;6.0;veg;674897;674900;6583821;6583826;674898;6583823;0
klump;27;8.0;7.6;148.9;26.5;4.5;veg;672665;672672;6584571;6584578;672669;6584575;0
klump;10;5.2;4.5;154.3;26.5;10.0;veg;672601;672605;6584069;6584073;672603;6584070;0
klump;11;4.6;3.5;23.2;26.5;13.0;veg;672250;672253;6584289;6584292;672251;6584290;0
klump;10;4.9;3.5;116.2;26.5;8.5;veg;666144;666147;6580473;6580476;666145;6580475;0
klump;8;5.4;3.2;14.7;26.5;10.0;veg;672471;672473;6583964;6583968;672472;6583966;0
klump;10;5.0;3.5;155.8;26.5;0.0;veg;675317;675320;6583566;6583570;675319;6583568;0
klump;14;6.7;4.7;78.6;26.5;4.5;veg;676960;676965;6580389;6580393;676962;6580391;0
klump;17;6.1;4.9;89.7;26.5;11.5;veg;666303;666308;6579430;6579434;666306;6579432;0
klump;15;8.0;4.2;100.5;26.5;5.5;veg;676406;676413;6580714;6580718;676410;6580716;0
klump;30;12.4;4.2;145.2;26.5;10.0;bygg;676920;676927;6579189;6579199;676923;6579193;0
klump;20;7.4;5.3;135.0;26.5;5.0;veg;671975;671981;6583451;6583456;671977;6583453;0
klump;22;6.2;5.1;170.1;26.5;6.5;veg;676569;676573;6575263;6575269;676571;6575266;0
klump;19;8.2;4.0;0.5;26.5;8.0;veg;676862;676865;6575130;6575137;676864;6575133;1
klump;8;4.4;3.2;73.7;26.5;0.0;veg;674554;674557;6583924;6583926;674555;6583925;0
klump;8;3.7;2.9;135.0;26.5;0.0;veg;678693;678695;6575935;6575937;678694;6575936;0
klump;22;11.3;4.4;42.0;26.5;6.0;veg;677602;677609;6580034;6580042;677606;6580038;0
klump;20;7.4;5.4;162.4;26.5;9.5;veg;672100;672105;6584327;6584332;672103;6584329;0
klump;20;7.9;4.0;71.4;26.5;8.0;veg;677164;677171;6575438;6575442;677167;6575440;0
klump;43;12.6;7.0;89.2;26.5;6.0;veg;674640;674650;6576191;6576198;674645;6576195;0
klump;16;7.0;3.2;23.3;26.5;5.0;veg;672028;672031;6583429;6583435;672029;6583432;0
klump;9;6.2;4.2;45.6;26.5;8.0;veg;668780;668784;6585272;6585276;668782;6585274;0
klump;9;5.8;3.3;118.9;26.5;0.0;veg;674812;674816;6585209;6585212;674814;6585210;1
klump;8;6.0;3.6;25.5;26.5;0.0;veg;674469;674472;6585210;6585213;674470;6585212;0
klump;25;8.2;4.9;100.3;26.5;10.0;veg;674417;674424;6583635;6583640;674420;6583637;0
klump;12;5.4;4.4;160.7;26.5;8.0;veg;676895;676899;6575593;6575597;676897;6575594;0
klump;8;4.2;2.8;7.0;26.5;12.0;veg;677736;677738;6576741;6576744;677737;6576743;0
klump;11;4.5;3.6;90.0;26.5;6.0;veg;666240;666243;6582414;6582416;666241;6582415;0
klump;17;14.3;2.1;0.7;26.5;9.5;bygg;669830;669831;6584000;6584010;669831;6584005;0
klump;9;5.8;2.3;125.8;26.5;10.5;veg;674885;674888;6582949;6582952;674887;6582951;0
klump;21;7.4;4.7;176.5;26.5;10.0;veg;674612;674616;6583675;6583681;674614;6583678;0
klump;12;5.5;4.7;146.2;26.5;5.5;veg;678069;678073;6581189;6581193;678072;6581191;0
klump;19;7.5;4.9;120.8;26.5;6.0;veg;674754;674759;6576269;6576274;674757;6576272;0
klump;14;6.2;5.4;105.1;26.5;7.5;veg;677929;677934;6581922;6581927;677931;6581925;0
klump;15;6.4;3.7;140.7;26.5;9.0;veg;674122;674126;6584048;6584052;674123;6584050;0
klump;20;9.3;3.5;115.1;26.5;12.5;veg;672336;672343;6583530;6583535;672339;6583533;0
klump;21;7.8;5.2;65.8;26.5;9.0;veg;673829;673836;6584060;6584065;673832;6584062;0
klump;16;6.5;4.6;33.7;26.5;4.5;veg;672688;672693;6584602;6584607;672690;6584604;0
klump;30;8.7;5.0;74.9;26.5;4.5;veg;675689;675696;6575070;6575075;675692;6575073;0
klump;12;5.5;3.3;30.0;26.5;6.5;veg;675260;675263;6584707;6584711;675261;6584709;0
klump;30;10.8;5.5;75.3;26.5;5.5;veg;673161;673171;6583639;6583645;673166;6583642;0
klump;25;6.9;5.6;91.5;26.5;6.0;veg;674812;674818;6583841;6583846;674815;6583844;1
klump;12;5.1;3.7;155.4;26.5;10.0;veg;672274;672277;6584284;6584287;672275;6584285;0
klump;10;4.2;3.7;45.0;26.5;9.5;veg;672016;672019;6584410;6584413;672018;6584411;0
klump;17;6.2;4.4;98.3;26.5;0.0;veg;675157;675163;6583715;6583719;675160;6583717;0
klump;11;5.9;3.0;153.4;26.5;0.0;veg;674572;674575;6584164;6584168;674573;6584166;0
klump;133;20.9;10.4;13.1;26.5;10.5;bygg;672027;672039;6579032;6579052;672033;6579043;0
klump;19;6.5;5.3;77.9;26.5;0.0;veg;678600;678605;6575901;6575906;678602;6575904;0
klump;14;8.0;3.6;10.5;26.5;0.0;veg;674550;674553;6583853;6583859;674551;6583857;0
klump;17;6.1;4.9;145.3;26.5;0.0;veg;675190;675194;6583684;6583689;675192;6583686;0
klump;22;7.0;4.7;132.7;26.5;6.0;veg;674941;674946;6584178;6584183;674944;6584180;0
klump;12;5.1;3.3;91.9;26.5;0.0;veg;675211;675215;6583694;6583696;675213;6583695;0
klump;16;6.7;4.1;160.6;26.5;10.0;veg;672431;672435;6583995;6584000;672433;6583998;0
klump;13;5.5;4.6;60.6;26.5;6.0;veg;677735;677739;6580221;6580225;677737;6580223;1
klump;8;4.2;2.8;17.3;26.5;9.0;veg;674208;674210;6583989;6583992;674209;6583991;0
klump;10;4.9;3.5;24.3;26.5;6.5;veg;676774;676777;6575150;6575153;676776;6575152;0
klump;23;8.4;4.7;88.6;26.5;11.5;veg;674095;674102;6584961;6584965;674098;6584963;0
klump;9;3.5;3.5;0.0;26.5;9.0;veg;674178;674180;6583981;6583983;674179;6583982;0
klump;9;5.2;3.0;64.1;26.5;6.0;veg;666271;666274;6582306;6582309;666272;6582307;0
klump;13;5.1;4.3;135.0;26.5;0.0;veg;674685;674689;6585310;6585314;674687;6585312;0
klump;16;7.0;4.0;117.7;26.5;10.0;bygg;676914;676919;6579188;6579192;676917;6579190;0
klump;8;8.1;1.4;55.0;26.5;6.5;veg;675012;675017;6584729;6584732;675014;6584730;0
klump;33;8.7;7.3;129.2;26.5;5.0;veg;671963;671971;6583315;6583322;671968;6583319;0
klump;8;4.2;2.8;162.7;26.5;13.0;veg;671760;671762;6585016;6585019;671761;6585018;0
klump;47;10.2;7.6;176.2;26.5;9.5;bygg;670105;670112;6584065;6584074;670109;6584069;0
klump;29;11.7;5.9;20.6;26.5;6.0;veg;677599;677605;6580039;6580049;677601;6580044;0
klump;25;7.6;7.1;108.4;26.5;4.5;veg;672473;672480;6584821;6584827;672476;6584824;0
klump;8;6.4;2.1;138.6;26.5;9.0;veg;670701;670704;6580154;6580158;670703;6580156;0
klump;13;4.5;4.4;161.6;26.5;6.5;veg;675744;675747;6575105;6575109;675745;6575107;0
klump;15;6.8;3.5;143.2;26.5;9.0;veg;674049;674053;6584206;6584211;674051;6584209;0
klump;16;8.6;3.4;36.7;26.5;12.0;veg;670611;670616;6578639;6578645;670613;6578642;0
klump;10;5.0;2.8;69.4;26.5;11.5;veg;674942;674946;6577972;6577974;674944;6577973;0
klump;10;4.7;3.2;162.0;26.5;10.0;veg;672418;672421;6584290;6584294;672420;6584292;0
klump;40;10.5;8.3;125.7;26.5;10.0;bygg+veg;676919;676928;6579107;6579116;676924;6579111;0
klump;8;4.6;3.4;139.0;26.5;12.5;veg;672723;672726;6583755;6583758;672725;6583757;0
klump;10;5.4;2.9;146.3;26.5;5.5;veg;678307;678310;6581044;6581048;678309;6581046;0
klump;10;4.3;3.3;63.4;26.5;0.0;veg;675284;675287;6583501;6583503;675285;6583502;0
klump;10;8.8;1.7;58.8;26.5;6.5;veg;674973;674978;6584704;6584708;674976;6584706;0
klump;23;9.0;6.1;120.2;26.5;6.0;veg;674690;674697;6576305;6576311;674694;6576308;0
klump;23;8.4;5.4;52.6;26.5;0.0;veg;675244;675250;6583674;6583679;675247;6583676;0
klump;25;7.9;6.3;8.2;26.5;6.0;veg;674597;674602;6576329;6576336;674600;6576332;0
klump;8;4.8;2.8;56.3;26.5;0.0;veg;674440;674443;6583867;6583869;674442;6583868;0
klump;31;9.6;6.9;16.2;26.5;10.0;veg;672619;672626;6584107;6584116;672622;6584111;0
klump;17;5.4;4.6;122.5;26.5;8.0;veg;676935;676939;6575124;6575128;676937;6575126;0
klump;9;5.6;3.9;4.0;26.5;3.0;veg;678077;678080;6581641;6581645;678078;6581643;0
klump;9;4.0;3.3;82.4;26.5;4.5;veg;676861;676864;6575067;6575069;676862;6575068;1
klump;10;5.3;3.4;27.8;26.5;12.0;veg;677681;677684;6576659;6576663;677682;6576661;0
klump;28;7.4;6.2;83.7;26.5;6.0;veg;677625;677632;6580070;6580076;677629;6580073;0
klump;20;6.2;4.8;24.6;26.5;9.5;veg;672080;672084;6584707;6584713;672082;6584710;0
klump;8;3.7;3.3;90.0;26.5;9.0;veg;673997;673999;6584050;6584052;673998;6584051;0
klump;12;6.1;3.4;31.8;26.5;7.5;veg;667029;667033;6581036;6581040;667031;6581038;0
klump;10;6.3;3.1;112.7;26.5;5.0;veg;671967;671971;6583442;6583445;671969;6583444;0
klump;16;8.5;3.9;128.8;26.5;4.5;veg;676855;676861;6575078;6575083;676858;6575081;0
klump;13;6.6;4.5;145.0;26.5;3.0;veg;677896;677900;6581721;6581726;677898;6581723;0
klump;18;5.7;5.3;175.6;26.5;6.0;veg;676940;676944;6575045;6575050;676942;6575047;0
klump;19;7.9;4.5;17.7;26.5;0.0;veg;674776;674780;6583986;6583992;674778;6583989;0
klump;17;6.5;5.2;19.4;26.5;12.0;veg;677734;677739;6576763;6576769;677737;6576766;0
klump;14;9.9;3.3;175.0;26.5;4.5;veg;676797;676800;6575068;6575076;676798;6575072;0
klump;22;8.6;6.9;125.5;26.5;6.0;veg;674634;674641;6576184;6576191;674638;6576188;0
klump;16;5.3;4.6;170.4;26.5;6.5;veg;675196;675199;6584806;6584810;675198;6584808;0
klump;13;4.8;4.3;176.1;26.5;0.0;veg;674438;674442;6585189;6585193;674440;6585191;0
klump;35;9.5;8.1;90.3;26.5;4.5;veg;672475;672483;6584729;6584736;672479;6584733;0
klump;22;9.6;3.2;175.6;26.5;13.0;veg;674268;674270;6576708;6576716;674269;6576712;0
klump;24;13.5;3.9;166.2;26.5;0.0;veg;674631;674636;6585261;6585271;674633;6585266;0
klump;18;7.2;5.0;39.7;26.5;12.0;veg;677813;677818;6576875;6576880;677816;6576877;0
klump;14;6.2;3.6;41.4;26.5;7.5;veg;677253;677257;6579994;6579999;677255;6579997;0
klump;18;8.8;5.5;173.1;26.5;10.0;veg;671682;671687;6583913;6583920;671685;6583917;0
klump;11;6.5;3.2;147.6;26.5;8.0;veg;677125;677128;6575571;6575575;677127;6575573;0
klump;9;4.1;3.5;108.4;26.5;10.0;veg;674484;674487;6583512;6583515;674486;6583513;0
klump;10;5.0;2.9;142.5;26.5;0.0;veg;675023;675026;6583462;6583465;675024;6583464;0
klump;11;5.8;4.0;131.6;26.5;4.5;veg;672620;672624;6584668;6584672;672622;6584670;0
klump;42;11.8;6.7;83.4;26.5;7.5;veg;677190;677200;6580123;6580129;677195;6580127;0
klump;22;9.1;5.2;141.2;26.5;4.5;veg;676648;676653;6575066;6575072;676651;6575070;0
klump;12;6.1;3.4;134.6;26.5;0.0;veg;674767;674771;6584043;6584046;674769;6584045;0
klump;33;10.1;6.3;1.2;26.5;6.5;veg;675822;675828;6575122;6575131;675825;6575127;0
klump;21;6.5;5.7;124.4;26.5;6.5;veg;674239;674245;6575933;6575938;674242;6575935;0
klump;10;5.1;3.2;0.0;26.5;0.0;veg;675298;675300;6583599;6583602;675299;6583600;0
klump;16;6.8;3.9;169.5;26.5;10.0;veg;672679;672683;6583974;6583980;672681;6583977;0
klump;10;5.9;3.9;108.0;26.5;7.0;veg;668713;668717;6581631;6581634;668715;6581632;0
klump;15;9.1;3.6;164.4;26.5;9.0;veg;673961;673964;6584074;6584080;673963;6584077;0
klump;10;5.0;3.3;138.0;26.5;0.0;veg;675076;675079;6583439;6583442;675078;6583441;0
klump;15;5.4;4.3;177.6;26.5;6.5;veg;676621;676624;6575214;6575218;676622;6575216;0
klump;49;8.6;8.0;17.2;26.5;7.5;bygg;675676;675684;6582806;6582815;675680;6582811;0
klump;23;7.3;4.8;38.5;26.5;6.0;veg;677592;677597;6580021;6580026;677594;6580024;0
klump;8;3.7;2.9;135.0;26.5;0.0;veg;678843;678845;6576024;6576026;678844;6576025;0
klump;9;5.4;2.5;48.9;26.5;6.0;veg;675125;675128;6584294;6584297;675126;6584296;0
klump;25;8.3;6.2;94.7;26.5;13.0;veg;670105;670112;6581171;6581176;670108;6581174;0
klump;20;6.9;5.0;53.8;26.5;4.5;veg;677119;677124;6580400;6580405;677121;6580402;0
klump;11;4.5;3.9;174.7;26.5;10.0;veg;672296;672299;6584166;6584169;672298;6584167;0
klump;9;4.4;3.7;120.7;26.5;9.0;veg;674108;674111;6584064;6584067;674110;6584066;0
klump;14;5.8;3.7;84.6;26.5;9.0;veg;673901;673905;6584209;6584212;673903;6584210;0
klump;17;5.8;4.6;28.5;26.5;10.0;veg;672706;672710;6584087;6584091;672708;6584089;0
klump;12;6.1;3.6;89.4;26.5;5.0;veg;672012;672017;6583415;6583418;672015;6583416;0
klump;19;6.1;5.1;11.6;26.5;10.0;veg;674776;674781;6583728;6583734;674778;6583731;0
klump;51;12.9;7.4;57.1;26.5;6.0;veg;677872;677884;6580156;6580165;677878;6580161;0
klump;47;10.7;6.1;11.2;26.5;0.0;veg;674647;674653;6584109;6584118;674650;6584113;0
klump;17;6.7;5.7;154.8;26.5;6.0;veg;674747;674752;6576242;6576248;674749;6576245;0
klump;20;7.5;4.1;137.4;26.5;5.0;veg;671892;671897;6583574;6583579;671894;6583576;0
klump;17;16.2;1.8;159.5;26.5;11.5;veg;675279;675284;6577914;6577925;675281;6577920;0
klump;25;8.6;5.6;46.3;26.5;5.0;veg;671818;671824;6583436;6583442;671821;6583439;0
klump;10;7.4;3.5;12.2;26.5;6.0;veg;674532;674535;6576365;6576370;674533;6576368;0
klump;9;4.0;3.3;97.6;26.5;4.5;veg;672429;672432;6584503;6584505;672430;6584504;0
klump;11;6.0;3.4;37.8;26.5;13.0;veg;672100;672104;6584197;6584201;672102;6584199;0
klump;11;4.7;4.0;62.6;26.5;0.0;veg;675148;675152;6583703;6583706;675150;6583704;0
klump;25;8.3;6.0;2.2;26.5;12.5;veg;672689;672695;6583695;6583702;672692;6583699;0
klump;11;5.4;3.5;161.2;26.5;0.0;veg;675936;675939;6584701;6584705;675938;6584703;0
klump;13;6.1;5.1;122.9;26.5;0.0;veg;674595;674600;6583808;6583813;674597;6583810;0
klump;9;4.1;3.5;108.4;26.5;4.0;veg;675678;675681;6584806;6584809;675680;6584807;0
klump;18;6.7;4.0;81.7;26.5;6.5;veg;674935;674940;6584650;6584654;674937;6584652;0
klump;9;5.0;3.1;125.8;26.5;10.0;veg;672681;672684;6583968;6583971;672682;6583969;0
klump;10;4.8;3.1;74.0;26.5;6.5;veg;676786;676789;6575136;6575138;676787;6575137;0
klump;13;5.5;4.4;104.7;26.5;6.0;veg;674960;674964;6583910;6583914;674962;6583912;0
klump;9;6.8;3.0;99.5;26.5;9.0;veg;666170;666174;6580017;6580019;666172;6580018;0
klump;13;5.1;4.7;111.4;26.5;9.0;veg;674279;674283;6583894;6583898;674281;6583897;0
